"Bewertungs_ID","Specificity_Score","Problem_Identification_Score","Solution_Offering_Score","Explanation_Score","Total_Score","Constructivity"
"rev-62f705a7-2698-437b-b642-2dd55f3009cf",3,3,2,2,7.5,1
"rev-e387a48b-5a64-467c-a528-9913b3d68d17",2,1,1,1,1.25,0
"rev-11013c98-6184-479e-bc6b-d33145ddf4fa",2,1,1,2,2.5,0
"rev-f9dd39a9-d841-4886-a60c-f97181d76727",2,1,1,1,1.25,0
"rev-0d6dab97-2795-4cbb-8589-90e40ca7a72f",3,1,1,3,5,1
"rev-4a5d40d5-e26c-48f7-81b5-6230b30384a9",1,1,1,1,0,0
"rev-b8e12281-0553-48f7-a1cd-4502c9165ff6",3,1,1,3,5,1
"rev-a2f5a8f4-7fcc-48d8-8500-8d210190a511",2,1,1,1,1.25,0
"rev-e93921a2-0eb2-4f71-8a02-b1780f2b7eb6",2,1,1,1,1.25,0
"rev-7e0d5a15-3774-4edc-8077-5846104d148c",1,1,1,1,0,0
"rev-be3a09d1-1879-4083-aabb-ef84b652d051",3,2,2,3,7.5,1
"rev-7522f52e-d0ef-42f1-b735-f14feaca1bab",2,1,1,1,1.25,0
"rev-d33e2802-3bae-4da1-a3ad-b74c21218db2",1,1,1,1,0,0
"rev-64abaa7d-1b07-43df-b7ba-9b2631640ac3",2,1,1,1,1.25,0
"rev-4b322a38-f75f-413f-8477-8d7bcf6322a1",2,1,1,2,2.5,0
"rev-f81597e5-7bc0-463b-bde1-7a20c5554a37",1,1,1,1,0,0
"rev-0495d76b-316f-4136-b89e-c41a64cb3f1a",2,1,1,1,1.25,0
"rev-a5732465-f707-4e83-9d31-537c955c19a0",2,2,1,1,2.5,0
"rev-ee614475-d217-4a16-a4f9-59d6622f6de1",1,1,2,1,1.25,0
"rev-0977ba77-3599-463a-acfd-a17e2dd939bf",2,1,1,2,2.5,0
"rev-b3183ede-1f88-45a5-91cc-0b5092e7dd8d",2,1,1,1,1.25,0
"rev-867b9dc8-8c2c-4814-97ed-516ad138ed8a",3,2,2,3,7.5,1
"rev-a49d4f48-9a68-41a2-9743-a7e4e4b74571",3,1,1,3,5,1
"rev-8dec18bd-e661-4d48-8576-2df5a45ca835",1,1,1,1,0,0
"rev-6962c8b5-a4a0-4f95-9474-ca9c6b7f7ee6",3,1,1,2,3.75,0
"rev-00824681-4f08-49b8-8a5c-498db18dfa39",2,2,1,2,3.75,0
"rev-cefc7411-1499-4cf6-9acf-e38ca64212d0",2,1,1,2,2.5,0
"rev-b6b7b900-8a3f-42b7-9865-aae4f901414b",2,2,1,3,5,1
"rev-39faf572-7e86-4aed-9937-dc527b1f9314",1,1,1,1,0,0
"rev-f2442da3-7139-41a7-a59d-1b864f0355b4",2,1,1,1,1.25,0
"rev-a2d3af4b-0164-4c3c-9c03-294f82089524",3,3,1,2,6.25,1
"rev-83dee645-28d1-420e-ad69-241540cccf08",3,1,1,3,5,1
"rev-e2db2b62-d8af-4a12-ae1c-7e05689c5dae",2,1,1,2,2.5,0
"rev-55f1bfb5-1b3f-4675-b2ee-bee4ac589837",2,2,2,2,5,1
"rev-43c1a873-c352-4371-8c2a-c77d989cf4cb",2,1,1,2,2.5,0
"rev-44c86e6b-d974-4bc6-a6cf-527c0bd355a9",1,1,1,1,0,0
"rev-eb3b5d8e-832d-4f92-bdfb-2932de6c382a",2,1,1,1,1.25,0
"rev-6c9284f4-a3aa-4ccb-abb1-d21eb3283200",3,1,1,3,5,1
"rev-64c883d2-c91e-4cd9-8c12-33b41c8eabae",1,1,1,1,0,0
"rev-535f4ab9-0584-4ec4-9a68-90429b642156",2,1,1,2,2.5,0
"rev-c2ffd1b1-fd88-4229-84f0-458ce4b8f190",3,3,1,3,7.5,1
"rev-54ef7558-0d12-4cfa-b62e-54048106a6a8",2,1,1,2,2.5,0
"rev-bebbb311-fbf6-4fe1-af33-01d4424f48c6",2,2,3,2,6.25,1
"rev-f3915b11-4bc7-4035-96e6-83a45f9aa99f",3,3,1,2,6.25,1
"rev-f072ed73-0f22-4b1d-90bd-38428a5c0dfa",2,1,1,1,1.25,0
"rev-a32fb971-6983-4449-804a-ca55e7419460",2,1,1,1,1.25,0
"rev-ba3676ba-8cc9-48c1-8674-9372298d299e",3,1,1,3,5,1
"rev-ef4f237f-3fef-4905-bab0-eb458321b0e2",2,1,1,1,1.25,0
"rev-ec8d89c4-a2c8-47c0-b6d9-a446963b8a83",3,2,3,3,8.75,1
"rev-56bd2c89-3fa4-42cc-a0fd-27dba6d9a5dd",3,1,1,3,5,1
"rev-1a05b652-4df9-42fe-9d65-721fad13c137",2,1,1,1,1.25,0
"rev-deff6b64-f885-4eaf-9207-c2f8e61f4f2e",3,2,3,3,8.75,1
"rev-8e0364d7-92c3-4481-aca8-0711f04ef430",1,1,1,1,0,0
"rev-c106d14e-06e0-4b71-94cd-3efc5b7a10c1",3,3,2,2,7.5,1
"rev-93cfd3e4-777b-4255-a5a7-bfe2c23823d3",3,1,1,2,3.75,0
"rev-90d35a28-5e50-4b2d-b125-f96569bb1680",1,1,1,1,0,0
"rev-62249544-acbb-4329-9840-c45470905ca0",1,1,1,1,0,0
"rev-f0c0c6dc-5591-4580-9aff-beaa2d3a1fd7",2,1,1,2,2.5,0
"rev-9950d215-f2a3-4eda-a6ea-3c904fa7d9c7",3,1,1,2,3.75,0
"rev-6a9564d2-2ab3-4271-a67c-59da7bbd6591",2,1,1,2,2.5,0
"rev-e8b68067-75b7-4e87-8011-8e39bf7de47e",3,1,1,2,3.75,0
"rev-1539daf1-d86c-4c92-8ffa-32c98a821e36",3,1,1,3,5,1
"rev-0d6827e8-aa4b-44eb-b395-fbd589fe20fc",1,1,1,1,0,0
"rev-b9c7341c-f39b-4465-8f6e-a599ba698bc8",3,1,1,2,3.75,0
"rev-d169656d-f0c2-4a18-a1de-29e918538236",1,1,1,1,0,0
"rev-4631bdaf-4b3b-4eda-83b5-3d67733a0724",2,2,1,2,3.75,0
"rev-d604d03e-2f92-4322-ab3d-4ff01447b314",1,1,1,1,0,0
"rev-a4da4054-5d25-4792-a17b-656ac4c45e24",3,1,1,1,2.5,0
"rev-8d29a811-d923-4af1-a44e-e145ff01b8e2",2,3,2,2,6.25,1
"rev-fceb50d8-7b4d-43ab-8498-af75c6ee4856",2,1,1,2,2.5,0
"rev-a97b6179-69a9-4212-882c-78b5b7cd80b6",2,1,1,2,2.5,0
"rev-a3a5b876-d10c-455c-8238-ca218c5d6973",3,1,1,2,3.75,0
"rev-f9f72fa5-6127-4859-8431-b6886908f5d2",3,1,2,2,5,1
"rev-466d2864-7241-4b5c-8236-6091f26577fa",3,1,1,3,5,1
"rev-7179d137-51d7-4c42-bdf3-e3949621bdfb",1,1,1,1,0,0
"rev-3575a356-157f-4a30-970e-17cddf45b938",1,1,1,1,0,0
"rev-823989a9-67e5-4750-ba4f-389c6b53254f",1,1,1,1,0,0
"rev-447e3781-dfc6-4bf7-9f82-7693278781da",1,1,1,1,0,0
"rev-adf18c52-05e2-46fd-b85c-a163b7ab16a3",2,1,1,1,1.25,0
"rev-ad6e48ca-c190-4170-91d3-9f4624fd4e5b",1,1,1,1,0,0
"rev-44f2f027-5e6d-4d93-a7a1-a2546933e8f0",2,1,1,1,1.25,0
"rev-254c8eb7-69a2-4499-8d77-7d5100d95056",2,2,3,2,6.25,1
"rev-537397da-90cf-43d4-9186-b2f06609e1e0",2,1,1,2,2.5,0
"rev-683388c1-00a9-489f-82f3-abe61322eb40",2,1,1,1,1.25,0
"rev-c1ea4fdf-6cbc-4abb-a84a-9d68acdc6b61",2,1,1,2,2.5,0
"rev-c6580040-88cb-483a-a378-10035698d9e5",2,1,1,2,2.5,0
"rev-4489ea9b-123a-486c-af65-c02ac5fdf9ea",1,1,1,1,0,0
"rev-9e460f4b-339e-4f7b-9400-24f8c5caa211",1,1,1,1,0,0
"rev-aae697b0-be5f-44de-b84d-30a09947b0ee",3,2,3,3,8.75,1
"rev-382537d7-5f1a-423e-a984-09770629923e",3,1,1,3,5,1
"rev-e6b63053-aa20-4853-9e37-b1ecd3b8aa5b",2,1,1,2,2.5,0
"rev-9c6fd04e-f377-47ad-b6b9-2033222a6d62",2,1,1,2,2.5,0
"rev-a375fcd3-e9ef-4a02-afc0-25b96189cd48",3,1,1,2,3.75,0
"rev-a8743a62-de18-40cf-a731-c32f2be86567",1,1,1,1,0,0
"rev-64ac3ddf-fa2e-472f-965e-a3cea07e6080",1,1,1,1,0,0
"rev-c7f87d2b-878a-4ed1-9705-299f276a8237",2,2,2,3,6.25,1
"rev-cb06f950-6749-4638-972c-5a33f7e48539",3,3,1,3,7.5,1
"rev-7873ec8a-8c13-4c0e-9cbd-c6dc083e7e9b",2,1,1,2,2.5,0
"rev-b68046e7-8b79-4f53-bd08-379aa721502b",1,1,1,1,0,0
"rev-08ada2b9-2fe2-4c0b-af06-46eb4e5074cb",2,1,1,1,1.25,0
"rev-e877eddf-c3ed-4fb5-982c-361cd821a7d2",2,1,1,1,1.25,0
"rev-4472b220-b86d-4363-9cb2-9f3a1fd40220",2,1,1,1,1.25,0
"rev-601985c4-df71-44cd-9eed-6a0efdd5bf18",2,1,1,1,1.25,0
"rev-2a04297d-d718-4a7b-9227-2fb01988c266",1,1,1,1,0,0
"rev-d359c8b0-b154-47cc-b8a4-b121b8a6747c",1,1,1,1,0,0
"rev-95017f07-3444-40dc-b13c-72eb71d731d9",3,1,1,3,5,1
"rev-23adb01a-2157-432e-8749-0077e36fa44b",2,3,1,2,5,1
"rev-b806aa24-ed04-4c9e-9caf-cff4c5573f58",2,1,1,1,1.25,0
"rev-d23977f0-98d0-4d53-9277-93569f4aa033",3,1,1,1,2.5,0
"rev-a01fa050-c60d-48a3-95f4-3ac12a4bff23",3,2,1,2,5,1
"rev-5bb28aa8-fcaa-4a69-a0bb-4956a03212e9",3,3,2,3,8.75,1
"rev-e946edff-431e-47e6-aa2b-586d0e74c116",2,1,1,1,1.25,0
"rev-37f92434-a393-4d3f-acf5-eb266810555b",3,1,1,3,5,1
"rev-fc5907c4-e586-4ba9-abf1-6ce5aec04128",2,2,2,2,5,1
"rev-6bb82f58-4056-40d3-abac-2ba28cafa098",2,1,1,1,1.25,0
"rev-56fa154e-413c-4f85-a555-4e9c2008b5ba",2,1,1,1,1.25,0
"rev-f7e369ce-355f-4f88-b411-6d994bb9e975",3,1,1,3,5,1
"rev-3ff3dcfb-7af4-4901-88a0-e292f1e9110f",1,1,1,1,0,0
"rev-75fb3032-8c75-4a44-b1b8-5167803ea35e",2,1,1,1,1.25,0
"rev-b2aa16d7-d57c-4236-a5bb-a866316855e9",2,1,1,2,2.5,0
"rev-ba14b322-3070-484a-a525-fe577309216c",2,1,1,2,2.5,0
"rev-4b03a449-ee04-43d6-893a-3e325d0944cd",1,1,1,1,0,0
"rev-9862f0bd-d1a3-4138-8ea8-0c22dc1f9a51",3,2,2,3,7.5,1
"rev-610aafd5-de30-4188-b9e2-6d0eee56de44",3,3,3,3,10,1
"rev-3e1b3eff-a064-4681-8081-7c2ef90e5fdf",3,1,3,3,7.5,1
"rev-1bf92835-f93a-4aa9-8c1b-f6f2accc74c7",3,1,1,2,3.75,0
"rev-36303950-6c54-4e6b-9a3d-4c3b33e68ccc",3,3,1,3,7.5,1
"rev-3a348b4e-4607-4eb4-b79a-f8f7a562d9b3",1,1,1,1,0,0
"rev-b2fd6ad0-0c74-4613-ab27-e8073533464d",2,1,1,1,1.25,0
"rev-f8865690-bf0f-41db-a385-2d3d4c0e5531",3,1,2,2,5,1
"rev-c5cbd548-0286-4ecc-8e22-95fcd85bd6e5",3,1,1,2,3.75,0
"rev-a9a030f6-d42d-4e28-bfd7-a68099de6bff",3,1,1,2,3.75,0
"rev-688ee5ba-d5f9-471b-a1d1-27a88e94a7aa",2,1,1,1,1.25,0
"rev-1193f6fe-ef32-4cbd-b8bf-0a957f03224d",3,1,1,2,3.75,0
"rev-e70fe35d-d8ec-409e-ae8f-0c0b1350de28",3,2,2,3,7.5,1
"rev-4fd3c80b-1dd7-4d61-b0db-e99c61a3d2f4",1,1,1,1,0,0
"rev-bf97fb87-6814-418e-bf0d-7102f48c27d4",2,2,1,2,3.75,0
"rev-12b4f0a2-bc52-4743-903a-af59053b2a94",1,1,1,1,0,0
"rev-6d3d0a56-92c7-45b8-8dd2-11a25889e1b6",1,1,1,1,0,0
"rev-29aed96a-abd6-4fdc-b95c-f6845f40265e",2,1,1,2,2.5,0
"rev-1cce2074-45f2-46a2-9b32-abcbd6ec9f83",3,1,1,2,3.75,0
"rev-79f890e0-cab1-4ea7-ab5b-16f811f6e28b",2,1,1,1,1.25,0
"rev-21626e4c-56c0-43bd-ae2d-a1411a0e5948",3,1,1,3,5,1
"rev-eafe9f1f-537d-4e2f-8b36-e6a7be475bdf",2,1,1,2,2.5,0
"rev-a490445c-b016-4960-9963-6e551027ce8c",3,2,2,2,6.25,1
"rev-b440ef5d-99bc-4add-9c68-3dda70ceae49",2,1,1,1,1.25,0
"rev-91895098-a1a8-4a54-99d1-64f96f4bc648",3,1,1,3,5,1
"rev-9ac88df0-6eb8-49f4-9432-8f6f622ed406",3,3,1,3,7.5,1
"rev-2670d587-be56-4496-bf9f-c40ac529d0e3",1,1,1,1,0,0
"rev-28688b23-274a-49a6-9d0b-fec3d6ea3f95",3,1,1,2,3.75,0
"rev-64d0b175-e1ab-4672-b381-c6f5427e0cdb",2,3,1,1,3.75,0
"rev-e6ce6e2a-43e4-4e9a-9bf2-590d30288024",1,1,1,1,0,0
"rev-1bd1c7b6-4557-42d9-bf53-f0ae0ed1114d",2,1,1,2,2.5,0
"rev-81d5da7e-d15d-43a9-8619-51da68b02b20",2,1,1,2,2.5,0
"rev-ea62fef7-812c-48dc-ad4f-95c2cc9ed2ec",1,1,1,1,0,0
"rev-6aae0b16-2867-41a9-9b2c-1e9ea60dd1f9",2,1,1,1,1.25,0
"rev-6b6cfe23-8a3d-4ae6-a393-93e431ccc5cc",1,1,1,1,0,0
"rev-43fc234d-4313-44fb-a64f-5e31c00f1b86",2,1,1,1,1.25,0
"rev-fe39716d-f5bc-491e-9b61-4b39edc1a744",3,1,1,2,3.75,0
"rev-548fdc87-94f2-492e-9881-307641a7d910",2,1,1,3,3.75,0
"rev-089d127c-0c47-48b2-8b88-28705fe461c2",2,1,1,1,1.25,0
"rev-31174f2a-c6a6-45ce-9990-6eac05421d90",2,1,1,1,1.25,0
"rev-d3048a2b-df9d-4ba2-970e-5297d74ba2af",2,1,1,1,1.25,0
"rev-e8795983-45a5-4014-bf73-223e9e83f7fd",3,1,1,3,5,1
"rev-aac3d1d9-ed69-4dc2-b8f5-0abf26ee83bb",2,1,1,1,1.25,0
"rev-000206a0-0e79-47cc-931a-632591fdbe64",2,1,1,2,2.5,0
"rev-72d11b1b-6a0f-4239-b6a3-2531dadb4c3b",2,2,1,2,3.75,0
"rev-58526248-9d44-44fd-a971-dd4b72e2f43a",3,1,2,2,5,1
"rev-479f23fc-1cf5-446b-a46a-4b53169e917c",3,1,1,2,3.75,0
"rev-54b481be-fff2-4cfa-a042-b2582838434f",2,2,1,2,3.75,0
"rev-abcb14e8-1f33-4fd2-af22-dfac2bc99267",2,1,1,1,1.25,0
"rev-b6c3d17b-271d-49d3-b748-b3a6c604429b",2,1,1,1,1.25,0
"rev-f30380ec-570a-48bb-b353-04571e04a791",3,2,1,2,5,1
"rev-62861611-1be8-4ba7-b7d0-a29f2aedea38",1,1,1,1,0,0
"rev-26f25401-a8ea-4afe-976b-b4112f393e37",2,2,2,2,5,1
"rev-495fcd9a-652a-413e-b118-a532c000da1c",1,1,1,1,0,0
"rev-0a84c016-fcff-4f04-b1fb-67b9b2a98968",2,1,1,1,1.25,0
"rev-0b0ff42a-d5aa-49e9-b912-4f98a9d43b56",3,3,1,3,7.5,1
"rev-2aa4c99e-92f1-4ad9-a654-18f795ce1f87",1,1,1,1,0,0
"rev-206e0381-a175-40a5-be9d-7510ca099a9b",3,3,1,2,6.25,1
"rev-612bbf9d-8107-42b4-a28d-443becadc48a",2,1,1,2,2.5,0
"rev-7cf43270-ded5-4e32-9f54-87b25802d7ac",2,1,1,2,2.5,0
"rev-8685edb9-fd3b-43cb-a2f2-ca670eb271b4",3,1,1,3,5,1
"rev-0e50db2a-2701-4316-94a4-3b1f045c1736",3,2,2,3,7.5,1
"rev-db61433e-074d-451a-9a35-9f03b844893d",2,1,1,1,1.25,0
"rev-8d059394-c1b3-4701-a27f-97d97c0b6c45",3,1,1,2,3.75,0
"rev-63467e73-33be-494d-8b25-de76a3aaf0b6",3,3,1,2,6.25,1
"rev-04ea56f0-3d2c-45c9-8aed-4f7fbc2b7686",2,1,1,2,2.5,0
"rev-afcc5d4d-bc8b-4e98-8696-ffbf60bc2160",2,1,1,1,1.25,0
"rev-39322fd0-7500-4a3e-a3e4-615af98deda3",1,3,1,1,2.5,0
"rev-43aaa927-8d38-4952-b2f1-01bf34765d17",3,3,2,3,8.75,1
"rev-a322b8a1-885b-4c36-84fe-f4da2857df50",3,1,1,3,5,1
"rev-85b1f3ac-8b96-4011-bbf8-4d24c110d068",1,1,1,1,0,0
"rev-35ba7b5c-41bb-4e49-973a-500783d769c1",2,1,1,1,1.25,0
"rev-afc882dc-0511-4a0d-9733-972ff0bedef0",2,1,1,1,1.25,0
"rev-1eba065b-6c57-464f-844e-26a2af3bbbf2",2,1,1,1,1.25,0
"rev-71e1e4f4-3ec2-4d86-a0d0-26a33ceb0f7c",2,1,1,1,1.25,0
"rev-0f0e6171-ad93-4f5a-9285-9d0f3ecdca90",3,1,1,2,3.75,0
"rev-39e8771f-e9b1-46fb-969d-4c8eaec48d83",2,1,1,2,2.5,0
"rev-9e591870-5764-4271-85a8-ac01df2c794b",2,2,2,2,5,1
"rev-03c1cb77-428d-4ade-a745-044061d27e33",2,1,1,1,1.25,0
"rev-c3eff256-f2c8-4fac-bf9e-4d7dc840e3b2",1,1,1,1,0,0
"rev-86c0f0df-bd60-4754-9f4e-4a821f1d0702",2,2,1,3,5,1
"rev-10cded20-a39f-4ed2-a37a-390494d71225",3,1,1,2,3.75,0
"rev-f28df6d1-4681-4fa2-99c5-dca0636c792f",2,1,1,1,1.25,0
"rev-4de8d9d8-3adc-4aa0-ba95-d658f02afbb7",3,1,1,3,5,1
"rev-6b18c5b0-10b2-41af-8aa8-da58a9eafa77",2,2,1,2,3.75,0
"rev-ebcb0835-e67a-4441-ba50-21d0355fcf6d",3,3,2,2,7.5,1
"rev-b539dcf5-26d3-4bf9-a80b-a948c24542f7",2,1,1,2,2.5,0
"rev-a8965cbf-c214-4780-b434-7987632c4430",2,1,1,2,2.5,0
"rev-8d67d90d-0562-49c8-941f-ccc48d7407f1",2,1,1,1,1.25,0
"rev-16958032-cbee-4b27-818d-86c4cf71a5f2",1,1,1,1,0,0
"rev-6f7fe998-21bc-42d0-ab95-8dcddfc8ade6",2,2,1,2,3.75,0
"rev-770da1a5-7874-4775-b9b1-75060bb897e6",2,1,1,1,1.25,0
"rev-ab974976-cd1d-4353-abac-13f6e4ce7dff",2,1,1,2,2.5,0
"rev-353dfbf8-e410-40b5-8712-6d34bc23037f",2,1,1,2,2.5,0
"rev-0f87ce64-5f22-44fb-8f83-0af898f25748",2,1,1,2,2.5,0
"rev-68349f5e-1169-42e7-89f5-95a118788b7d",2,1,1,3,3.75,0
"rev-4e6efa16-9e12-4bd0-aeb7-b0a17a3febcb",2,1,1,2,2.5,0
"rev-5e42318b-5a41-4efa-863d-cb5526692056",3,1,1,2,3.75,0
"rev-3f373a2f-fff7-46df-bb09-30cec8ec8ba9",3,1,1,2,3.75,0
"rev-9c0854f0-a2a9-474d-9a4e-b2d902f32940",1,1,1,1,0,0
"rev-2aa8f709-ddcb-4058-91fa-24d4d01758ca",2,3,1,2,5,1
"rev-cd9235bd-cb28-4ce9-add9-157f7733017c",2,1,1,1,1.25,0
"rev-c1120ed7-292b-418e-8c35-7c416df8fbb7",2,1,1,2,2.5,0
"rev-addf55b2-1b59-4d42-baa7-de4262b0499b",1,1,1,1,0,0
"rev-466116c9-40a1-4713-8c95-dbbeec92ac24",3,1,1,2,3.75,0
"rev-e2faf9c1-31a3-4a3a-9eaf-0f930604e0fe",3,1,2,2,5,1
"rev-bbc7bfd5-1b64-4158-9d79-50d093a8a461",1,1,1,1,0,0
"rev-6a6a338e-bb73-459b-bcdd-8d383608fceb",3,1,1,2,3.75,0
"rev-7587286c-61ed-48f6-84b1-1bae375b1118",3,3,2,3,8.75,1
"rev-d437fd43-8186-469b-b7f6-0b1bee5aa73f",3,1,2,3,6.25,1
"rev-d7fed0c9-11b5-4e72-a8bd-ad74fc615dd4",1,1,1,1,0,0
"rev-53d72a59-eaab-4ebc-9a7a-d789b6bd4e78",2,1,1,2,2.5,0
"rev-9f3e6d93-70b9-46eb-992b-accbf3f3205b",2,1,2,2,3.75,0
"rev-34b33c9d-58a4-40d9-bffb-a04f33df30c0",2,1,1,2,2.5,0
"rev-ef322a90-f70a-4434-aaf3-359957933064",2,1,1,2,2.5,0
"rev-b620a884-a94b-4e47-8c79-cdf53b577a8a",3,2,2,2,6.25,1
"rev-f58e7fc7-3e8f-4cd5-936f-081be6c94e06",3,3,2,3,8.75,1
"rev-a400f66e-a6e0-4126-b2a6-b30f1ef5271c",1,1,1,1,0,0
"rev-383d7891-274f-4745-ab4f-9fbc0fbdede0",2,3,1,2,5,1
"rev-d699fd91-5d86-4c4d-af15-a48fb6658ef8",3,1,1,2,3.75,0
"rev-faaa8b51-a1b3-47bc-b82c-f8d97c7b0bb6",2,3,2,3,7.5,1
"rev-553948bc-78da-4199-bb77-f8ecb977fbc5",3,3,2,3,8.75,1
"rev-5fed6123-098e-43d9-b9b9-12a7aeefb2be",3,1,1,1,2.5,0
"rev-b25d9078-92cf-4969-b606-409add910fd3",2,1,1,2,2.5,0
"rev-d32a8968-d2e4-4a5b-99b4-b9ec9f7ea9fd",2,1,1,2,2.5,0
"rev-20bfa637-8e64-4bcd-a1cc-bd5f72da9d94",1,1,1,1,0,0
"rev-adbe6f79-782f-47df-88dc-de5ca04bd06a",3,2,2,3,7.5,1
"rev-8ac4d36b-b650-43ed-afb4-efe1c5c7a95d",1,1,1,1,0,0
"rev-44b184eb-2ea8-4315-b870-3f2d8b1aec80",2,1,1,2,2.5,0
"rev-c4decd55-212d-4d75-b947-70726ebcb921",2,1,1,2,2.5,0
"rev-9a8128dd-54ee-4ea9-a14b-66ea89600e66",3,1,1,2,3.75,0
"rev-f967b878-74d4-48a5-a0c5-025780ba56d1",1,1,1,1,0,0
"rev-1f3dfaf9-73e8-461f-8248-08bad05b01b8",3,1,1,3,5,1
"rev-6109704e-692c-4154-98b7-d2c89e66fcf7",2,1,1,2,2.5,0
"rev-0d8cb04f-b2d8-4493-9225-3e66e26bbe7a",2,1,1,1,1.25,0
"rev-37aae893-319d-4643-8754-b4d5e6ef8795",3,1,1,1,2.5,0
"rev-2991a940-6896-4787-8156-aee7fb74d740",1,1,1,1,0,0
"rev-2dd1b918-404a-4618-b4a2-5420d582ffd0",2,1,1,2,2.5,0
"rev-829d00b8-849b-4d3f-be89-eeb3bf890d70",2,1,2,2,3.75,0
"rev-5e73a874-ef74-4131-82d7-036051291fd7",3,1,1,2,3.75,0
"rev-379b761f-b46a-4c7a-89a6-a91c008730e6",2,1,1,1,1.25,0
"rev-781afb49-bf63-4dbc-b999-8a79360ebbb4",2,1,1,1,1.25,0
"rev-2d3c29dd-1fc8-4d67-9ec0-d220835c1a4a",2,3,3,3,8.75,1
"rev-3b56e137-39d4-49d5-8cad-776fcd740708",2,1,2,1,2.5,0
"rev-1766b1d0-1019-4608-aa27-0634e4701757",1,1,1,1,0,0
"rev-51b9b95d-c354-470f-ac52-98fd62de5a73",2,1,1,1,1.25,0
"rev-b093684d-a23e-4731-b212-d5c36bc31622",1,1,1,1,0,0
"rev-c862e48e-a702-46a1-8413-a68e906cb700",2,1,1,1,1.25,0
"rev-b5318b8f-a025-481a-ac18-d0b4ab9c353e",3,1,1,2,3.75,0
"rev-96d93f6c-c71d-4172-ae97-1900bd5b7907",1,1,1,1,0,0
"rev-3379b27f-7415-4d0b-9180-b791f0879785",2,1,1,1,1.25,0
"rev-835d4f07-7130-4a9f-b068-9b1ee9136981",3,1,1,3,5,1
"rev-058f0da7-3160-466e-b52b-ecf5c8ce0917",3,1,1,3,5,1
"rev-dc600cca-9c18-4ec3-967f-fe475654854c",2,1,1,2,2.5,0
"rev-4640777a-fb77-4173-a62a-964dd24cfbe3",2,2,1,2,3.75,0
"rev-44e1bba2-7ce3-4af8-a5f7-03de4bc40c2b",2,1,1,1,1.25,0
"rev-c295c780-4bf9-407b-ba60-e412ba1ae29e",2,1,2,2,3.75,0
"rev-ea401225-221c-489b-a60a-4f921cf526af",2,1,1,2,2.5,0
"rev-e0badb52-e105-4c8f-9b91-419b02f1bf15",2,1,1,1,1.25,0
"rev-e3cf995f-3658-4db1-a3a2-791d72ca15a2",2,3,1,1,3.75,0
"rev-5c166e16-466d-44ee-8a54-544b9b50f005",1,1,1,1,0,0
"rev-335c84f0-b94d-4d3f-97d3-a7b2fa1507a7",2,1,1,2,2.5,0
"rev-bd5624d4-1b6e-46e6-bdcd-576fb8a3c69b",2,1,1,1,1.25,0
"rev-46fd5e9c-8878-4f9f-a148-a02c61d3f02d",2,3,1,1,3.75,0
"rev-dd95ed95-7d97-46cc-909b-da91372228c2",2,3,1,2,5,1
"rev-60991def-fd15-49e8-8f6a-438ad478de1d",1,1,1,1,0,0
"rev-57235983-cf0d-4413-a404-82f805a3f416",2,1,1,2,2.5,0
"rev-23158db6-a960-4832-8265-1963c6712215",2,1,1,1,1.25,0
"rev-399365c8-1d2c-4c5e-b02f-eb669e38ed68",2,1,1,2,2.5,0
"rev-5deca024-f17f-4960-96cf-ae67c257d66b",1,1,1,1,0,0
"rev-c314607c-7ab4-4dcc-92fb-4231784623f1",2,1,1,1,1.25,0
"rev-7beabfe3-48ff-4a33-b2f7-120094ff5a46",3,1,1,3,5,1
"rev-8e1c9255-4bfb-427b-9945-5da96800e959",2,1,1,2,2.5,0
"rev-b33a43a1-143f-4e9d-bcef-c4c21cab2c83",1,1,1,2,1.25,0
"rev-9a950fb3-d416-4a4c-8462-44aebf67cec3",1,3,1,1,2.5,0
"rev-54a3b53f-e9a3-495c-856e-6f81360b22fc",1,1,1,1,0,0
"rev-de5cab1e-95cd-4df5-bf23-f49076f93afc",2,1,1,2,2.5,0
"rev-05d9c874-4f28-49ff-a651-2ce28e1c27f2",3,3,2,3,8.75,1
"rev-56973f84-c214-4f3f-ae0f-9a984180207f",2,1,1,1,1.25,0
"rev-40a0f50a-9eba-4a6f-a330-0ef2bbe7afab",2,1,1,1,1.25,0
"rev-df0d1a8a-e116-477b-909c-0dc613b32a61",1,1,1,1,0,0
"rev-c67cda82-92cd-4ed4-b52c-3c7775a38c29",2,1,1,1,1.25,0
"rev-8aae3b0d-b0aa-46ee-85e9-b42316fc14ec",2,1,1,2,2.5,0
"rev-d5d625ed-3cfa-44ec-9f97-dd96555a8ec6",1,1,1,1,0,0
"rev-4561cf24-55b1-4f5b-9bca-7b63f169ccee",3,3,2,3,8.75,1
"rev-b833e9b0-0639-4851-b101-28259f430c5f",1,1,1,1,0,0
"rev-e95f308e-aede-4bc6-8602-a91b5d909c5f",2,1,1,1,1.25,0
"rev-7019ccf7-a9b0-4690-bed9-3786774391d6",2,2,2,3,6.25,1
"rev-57df6bb8-9f77-4ddb-9bce-2995d1dbea3c",1,1,1,1,0,0
"rev-70a13509-da66-49f8-a56d-29a35ba1c038",1,1,1,1,0,0
"rev-e0354582-b524-4c2b-a70a-7f0837e87773",2,1,1,1,1.25,0
